"codigo_postal","estado","municipio","ciudad","colonia","tipo_asentamiento"
"20000","Aguascalientes","Aguascalientes","Aguascalientes","Zona Centro","Colonia"
"20010","Aguascalientes","Aguascalientes","Aguascalientes","Colinas del Rio","Fraccionamiento"
"20010","Aguascalientes","Aguascalientes","Aguascalientes","Las Brisas","Fraccionamiento"
"20010","Aguascalientes","Aguascalientes","Aguascalientes","Olivares Santana","Colonia"
"20010","Aguascalientes","Aguascalientes","Aguascalientes","Ramon Romo Franco","Fraccionamiento"
"20010","Aguascalientes","Aguascalientes","Aguascalientes","San Cayetano","Fraccionamiento"
"20016","Aguascalientes","Aguascalientes","Aguascalientes","Colinas de San Ignacio","Fraccionamiento"
"20016","Aguascalientes","Aguascalientes","Aguascalientes","Fundición II","Fraccionamiento"
"20016","Aguascalientes","Aguascalientes","Aguascalientes","La Fundición","Fraccionamiento"
"20016","Aguascalientes","Aguascalientes","Aguascalientes","Los Sauces","Fraccionamiento"
"20018","Aguascalientes","Aguascalientes","Aguascalientes","Línea de Fuego","Colonia"
"20020","Aguascalientes","Aguascalientes","Aguascalientes","Buenos Aires","Colonia"
"20020","Aguascalientes","Aguascalientes","Aguascalientes","Circunvalación Norte","Fraccionamiento"
"20020","Aguascalientes","Aguascalientes","Aguascalientes","Las Arboledas","Fraccionamiento"
"20020","Aguascalientes","Aguascalientes","Aguascalientes","Villas de San Francisco","Fraccionamiento"
"20029","Aguascalientes","Aguascalientes","Aguascalientes","Villas de La Universidad","Fraccionamiento"
"20030","Aguascalientes","Aguascalientes","Aguascalientes","El Sol","Fraccionamiento"
"20030","Aguascalientes","Aguascalientes","Aguascalientes","Gremial","Colonia"
"20030","Aguascalientes","Aguascalientes","Aguascalientes","Industrial","Colonia"
"20040","Aguascalientes","Aguascalientes","Aguascalientes","Altavista","Colonia"
"20040","Aguascalientes","Aguascalientes","Aguascalientes","Curtidores","Colonia"
"20040","Aguascalientes","Aguascalientes","Aguascalientes","La Concordia","Fraccionamiento"
"20040","Aguascalientes","Aguascalientes","Aguascalientes","Miravalle","Colonia"
"20040","Aguascalientes","Aguascalientes","Aguascalientes","Panorama","Fraccionamiento"
"20049","Aguascalientes","Aguascalientes","Aguascalientes","Colinas del Poniente","Fraccionamiento"
"20050","Aguascalientes","Aguascalientes","Aguascalientes","Bugambilias","Condominio"
"20050","Aguascalientes","Aguascalientes","Aguascalientes","Del Carmen","Colonia"
"20050","Aguascalientes","Aguascalientes","Aguascalientes","La Fe","Colonia"
"20050","Aguascalientes","Aguascalientes","Aguascalientes","México","Colonia"
"20050","Aguascalientes","Aguascalientes","Aguascalientes","Primavera","Colonia"
"20050","Aguascalientes","Aguascalientes","Aguascalientes","San Pablo","Colonia"
"20059","Aguascalientes","Aguascalientes","Aguascalientes","Guadalupe","Colonia"
"20059","Aguascalientes","Aguascalientes","Aguascalientes","Heliodoro Garcia","Colonia"
"20060","Aguascalientes","Aguascalientes","Aguascalientes","Gómez","Fraccionamiento"
"20060","Aguascalientes","Aguascalientes","Aguascalientes","Moderno","Fraccionamiento"
"20064","Aguascalientes","Aguascalientes","Aguascalientes","Valle del Rio San Pedro","Fraccionamiento"
"20070","Aguascalientes","Aguascalientes","Aguascalientes","Guadalupe Posada","Unidad habitacional"
"20070","Aguascalientes","Aguascalientes","Aguascalientes","San Marcos","Barrio"
"20070","Aguascalientes","Aguascalientes","Aguascalientes","San Marcos","Colonia"
"20078","Aguascalientes","Aguascalientes","Aguascalientes","San Marcos","Fraccionamiento"
"20080","Aguascalientes","Aguascalientes","Aguascalientes","Modelo","Fraccionamiento"
"20080","Aguascalientes","Aguascalientes","Aguascalientes","Residencial del Valle I","Fraccionamiento"
"20089","Aguascalientes","Aguascalientes","Aguascalientes","Residencial del Valle II","Fraccionamiento"
"20100","Aguascalientes","Aguascalientes","Aguascalientes","Campestre","Colonia"
"20100","Aguascalientes","Aguascalientes","Aguascalientes","Club Campestre","Fraccionamiento"
"20100","Aguascalientes","Aguascalientes","Aguascalientes","Jardines del Campestre","Condominio"
"20100","Aguascalientes","Aguascalientes","Aguascalientes","La Herradura","Fraccionamiento"
"20100","Aguascalientes","Aguascalientes","Aguascalientes","Los Vergeles","Fraccionamiento"
"20100","Aguascalientes","Aguascalientes","Aguascalientes","Rancho San Antonio","Condominio"
"20110","Aguascalientes","Aguascalientes","Aguascalientes","Granjas del Campestre","Fraccionamiento"
"20110","Aguascalientes","Aguascalientes","Aguascalientes","La Enramada","Fraccionamiento"
"20110","Aguascalientes","Aguascalientes","Aguascalientes","Las Cavas","Fraccionamiento"
"20110","Aguascalientes","Aguascalientes","Aguascalientes","Puerto las Hadas","Condominio"
"20110","Aguascalientes","Aguascalientes","Aguascalientes","Talamantes Ponce","Colonia"
"20110","Aguascalientes","Aguascalientes","Aguascalientes","Valle del Campestre","Fraccionamiento"
"20110","Aguascalientes","Aguascalientes","Aguascalientes","Villas de Montenegro","Fraccionamiento"
"20115","Aguascalientes","Aguascalientes","Aguascalientes","Barrio de Santiago","Fraccionamiento"
"20115","Aguascalientes","Aguascalientes","Aguascalientes","La Paloma","Condominio"
"20115","Aguascalientes","Aguascalientes","Aguascalientes","San Telmo","Fraccionamiento"
"20115","Aguascalientes","Aguascalientes","Aguascalientes","Trojes de Oriente","Fraccionamiento"
"20115","Aguascalientes","Aguascalientes","Aguascalientes","Valle de las Trojes","Fraccionamiento"
"20115","Aguascalientes","Aguascalientes","Aguascalientes","Valle de Santa Teresa","Fraccionamiento"
"20115","Aguascalientes","Aguascalientes","Aguascalientes","Villa de las Trojes","Fraccionamiento"
"20115","Aguascalientes","Aguascalientes","Aguascalientes","Villas de San Nicolás","Fraccionamiento"
"20116","Aguascalientes","Aguascalientes","Aguascalientes","La Troje","Fraccionamiento"
"20116","Aguascalientes","Aguascalientes","Aguascalientes","San Telmo Residencial","Fraccionamiento"
"20116","Aguascalientes","Aguascalientes","Aguascalientes","Santa Fe","Condominio"
"20116","Aguascalientes","Aguascalientes","Aguascalientes","Trojes de Alonso","Colonia"
"20117","Aguascalientes","Aguascalientes","Aguascalientes","Aguascalientes 2000","Fraccionamiento"
"20118","Aguascalientes","Aguascalientes","Aguascalientes","Cerrada de la Mezquitera","Fraccionamiento"
"20118","Aguascalientes","Aguascalientes","Aguascalientes","Cerrada de La Misión","Fraccionamiento"
"20118","Aguascalientes","Aguascalientes","Aguascalientes","Cerrada del Valle","Fraccionamiento"
"20118","Aguascalientes","Aguascalientes","Aguascalientes","Cerrada El Molino","Condominio"
"20118","Aguascalientes","Aguascalientes","Aguascalientes","Las Misiones","Fraccionamiento"
"20118","Aguascalientes","Aguascalientes","Aguascalientes","Las Trojes","Condominio"
"20118","Aguascalientes","Aguascalientes","Aguascalientes","Los Jarales","Condominio"
"20118","Aguascalientes","Aguascalientes","Aguascalientes","Misión de Santiago","Fraccionamiento"
"20118","Aguascalientes","Aguascalientes","Aguascalientes","Misión del Campanario","Fraccionamiento"
"20118","Aguascalientes","Aguascalientes","Aguascalientes","Residencial Santa Clara","Fraccionamiento"
"20118","Aguascalientes","Aguascalientes","Aguascalientes","Terzetto","Condominio"
"20118","Aguascalientes","Aguascalientes","Aguascalientes","Trojes de Cristal","Fraccionamiento"
"20118","Aguascalientes","Aguascalientes","Aguascalientes","Trojes del Sol","Condominio"
"20118","Aguascalientes","Aguascalientes","Aguascalientes","Valle del Campanario","Fraccionamiento"
"20118","Aguascalientes","Aguascalientes","Aguascalientes","Valle Real","Fraccionamiento"
"20119","Aguascalientes","Aguascalientes","Aguascalientes","Lomas del Campestre 2a Sección","Fraccionamiento"
"20119","Aguascalientes","Aguascalientes","Aguascalientes","Los Calicantos","Fraccionamiento"
"20119","Aguascalientes","Aguascalientes","Aguascalientes","Villas del Campestre","Fraccionamiento"
"20120","Aguascalientes","Aguascalientes","Aguascalientes","Jardines de la Concepción","Fraccionamiento"
"20120","Aguascalientes","Aguascalientes","Aguascalientes","Los Bosques","Fraccionamiento"
"20120","Aguascalientes","Aguascalientes","Aguascalientes","Rinconada los Bosques","Condominio"
"20123","Aguascalientes","Aguascalientes","Aguascalientes","Arroyo El Molino","Fraccionamiento"
"20124","Aguascalientes","Aguascalientes","Aguascalientes","Galerías","Zona comercial"
"20124","Aguascalientes","Aguascalientes","Aguascalientes","Residencial Altaria","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","NULL","Cartagena 1947","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Constitución","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","El Puertecito","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","El Rosedal","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Jardines de Montebello","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","NULL","La Soledad","Rancho"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Libertad","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Lomas de La Asunción","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Los Ángeles","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Los Naranjos","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Montebello Della Stanza","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Natura","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Pozo Bravo Norte","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Pozo Bravo Sur","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Privada Guadalupe","Condominio"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Residencial las Plazas","Condominio"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Rinconada del Puertecito","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Rinconada Pozo Bravo","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","San José de Pozo Bravo","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Soberana Convención Revolucionaria","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Villa de Nuestra Señora de La Asunción Sector Alameda","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Villa de Nuestra Señora de La Asunción Sector Encino","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Villa de Nuestra Señora de La Asunción Sector Estación","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Villa de Nuestra Señora de La Asunción Sector Guadalupe","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Villa de Nuestra Señora de La Asunción Sector San Marcos","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Villa Loma Dorada","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Villa Montaña","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Villa Notre Dame","Condominio"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Villa Teresa","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Villas de Don Antonio","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Villas de La Convención","Fraccionamiento"
"20126","Aguascalientes","Aguascalientes","Aguascalientes","Villas del Río","Fraccionamiento"
"20127","Aguascalientes","Aguascalientes","Aguascalientes","Bosques del Prado Norte","Fraccionamiento"
"20129","Aguascalientes","Aguascalientes","Aguascalientes","Lomas del Campestre 1a Sección","Fraccionamiento"
"20130","Aguascalientes","Aguascalientes","Aguascalientes","Bosques del Prado Sur","Fraccionamiento"
"20130","Aguascalientes","Aguascalientes","Aguascalientes","El Roble","Fraccionamiento"
"20130","Aguascalientes","Aguascalientes","Aguascalientes","Fátima","Colonia"
"20130","Aguascalientes","Aguascalientes","Aguascalientes","Independencia de México","Fraccionamiento"
"20130","Aguascalientes","Aguascalientes","Aguascalientes","Nueva Rinconada","Fraccionamiento"
"20130","Aguascalientes","Aguascalientes","Aguascalientes","Palma Real","Fraccionamiento"
"20130","Aguascalientes","Aguascalientes","Aguascalientes","Palmas del Pedregal","Fraccionamiento"
"20130","Aguascalientes","Aguascalientes","Aguascalientes","Primo Verdad","Colonia"
"20130","Aguascalientes","Aguascalientes","Aguascalientes","Puerta Navarra","Condominio"
"20130","Aguascalientes","Aguascalientes","Aguascalientes","Residencial Campestre Club de Golf Norte","Condominio"
"20130","Aguascalientes","Aguascalientes","Aguascalientes","Residencial Campestre Club de Golf Sur","Condominio"
"20130","Aguascalientes","Aguascalientes","Aguascalientes","San José del Arenal","Colonia"
"20130","Aguascalientes","Aguascalientes","Aguascalientes","Unidad Ganadera","Colonia"
"20135","Aguascalientes","Aguascalientes","Aguascalientes","Agropecuario","Zona comercial"
"20135","Aguascalientes","Aguascalientes","Aguascalientes","Centro Distribuidor de Básicos","Zona comercial"
"20136","Aguascalientes","Aguascalientes","Aguascalientes","La Rinconada","Fraccionamiento"
"20137","Aguascalientes","Aguascalientes","Aguascalientes","El Plateado","Fraccionamiento"
"20138","Aguascalientes","Aguascalientes","Aguascalientes","Cerrada San Miguel","Fraccionamiento"
"20138","Aguascalientes","Aguascalientes","Aguascalientes","Residencial Pulgas Pandas Norte","Condominio"
"20138","Aguascalientes","Aguascalientes","Aguascalientes","Residencial Pulgas Pandas Sur","Condominio"
"20138","Aguascalientes","Aguascalientes","Aguascalientes","Villas del Vergel","Condominio"
"20140","Aguascalientes","Aguascalientes","Aguascalientes","Andrea","Condominio"
"20140","Aguascalientes","Aguascalientes","Aguascalientes","Las Hadas","Fraccionamiento"
"20140","Aguascalientes","Aguascalientes","Aguascalientes","Morelos","Colonia"
"20146","Aguascalientes","Aguascalientes","Aguascalientes","Los Arcos","Fraccionamiento"
"20149","Aguascalientes","Aguascalientes","Aguascalientes","Industrial","Fraccionamiento"
"20150","Aguascalientes","Aguascalientes","Aguascalientes","Buenavista","Colonia"
"20150","Aguascalientes","Aguascalientes","Aguascalientes","C.T.M.","Fraccionamiento"
"20150","Aguascalientes","Aguascalientes","Aguascalientes","La Estrella","Fraccionamiento"
"20150","Aguascalientes","Aguascalientes","Aguascalientes","Lomas del Cobano","Colonia"
"20150","Aguascalientes","Aguascalientes","Aguascalientes","Macias Arellano","Colonia"
"20157","Aguascalientes","Aguascalientes","Aguascalientes","La Higuerilla","Colonia"
"20157","Aguascalientes","Aguascalientes","Aguascalientes","Parras","Fraccionamiento"
"20158","Aguascalientes","Aguascalientes","Aguascalientes","El Cobano","Fraccionamiento"
"20158","Aguascalientes","Aguascalientes","Aguascalientes","Hacienda el Cobano","Fraccionamiento"
"20158","Aguascalientes","Aguascalientes","Aguascalientes","Trojes del Cobano","Fraccionamiento"
"20158","Aguascalientes","Aguascalientes","Aguascalientes","Villas del Cobano","Fraccionamiento"
"20159","Aguascalientes","Aguascalientes","Aguascalientes","Alianza Ferrocarrilera","Fraccionamiento"
"20159","Aguascalientes","Aguascalientes","Aguascalientes","Bosques del Prado Oriente","Fraccionamiento"
"20160","Aguascalientes","Aguascalientes","Aguascalientes","Francisco Guel Jimenez","Colonia"
"20160","Aguascalientes","Aguascalientes","Aguascalientes","Las Viñas INFONAVIT","Unidad habitacional"
"20164","Aguascalientes","Aguascalientes","Aguascalientes","Santa Anita 4a Sección","Colonia"
"20169","Aguascalientes","Aguascalientes","Aguascalientes","Santa Anita","Fraccionamiento"
"20169","Aguascalientes","Aguascalientes","Aguascalientes","Santa Anita 2a Sección","Fraccionamiento"
"20170","Aguascalientes","Aguascalientes","Aguascalientes","El Maguey","Fraccionamiento"
"20170","Aguascalientes","Aguascalientes","Aguascalientes","Las Cumbres","Condominio"
"20170","Aguascalientes","Aguascalientes","Aguascalientes","Lic Benito Juárez","Unidad habitacional"
"20170","Aguascalientes","Aguascalientes","Aguascalientes","Nazario Ortiz Garza","Fraccionamiento"
"20170","Aguascalientes","Aguascalientes","Aguascalientes","Rodolfo Landeros Gallegos","Fraccionamiento"
"20170","Aguascalientes","Aguascalientes","Aguascalientes","S.T.E.M.A.","Fraccionamiento"
"20170","Aguascalientes","Aguascalientes","Aguascalientes","Villa Bonita","Fraccionamiento"
"20170","Aguascalientes","Aguascalientes","Aguascalientes","Zona Militar","Colonia"
"20172","Aguascalientes","Aguascalientes","Aguascalientes","Claustros Loma Dorada","Fraccionamiento"
"20172","Aguascalientes","Aguascalientes","Aguascalientes","Cumbres III","Colonia"
"20172","Aguascalientes","Aguascalientes","Aguascalientes","La Florida l","Fraccionamiento"
"20172","Aguascalientes","Aguascalientes","Aguascalientes","La Florida ll","Fraccionamiento"
"20172","Aguascalientes","Aguascalientes","Aguascalientes","Lic Benito Palomino Dena","Fraccionamiento"
"20174","Aguascalientes","Aguascalientes","Aguascalientes","Colinas de Oriente","Fraccionamiento"
"20174","Aguascalientes","Aguascalientes","Aguascalientes","Lomas de Bellavista","Fraccionamiento"
"20174","Aguascalientes","Aguascalientes","Aguascalientes","Los Laureles","Fraccionamiento"
"20174","Aguascalientes","Aguascalientes","Aguascalientes","Los Pericos","Colonia"
"20174","Aguascalientes","Aguascalientes","Aguascalientes","Mirador de las Culturas","Fraccionamiento"
"20174","Aguascalientes","Aguascalientes","Aguascalientes","Miradores de Santa Elena","Fraccionamiento"
"20174","Aguascalientes","Aguascalientes","Aguascalientes","Paseos del Sol","Fraccionamiento"
"20174","Aguascalientes","Aguascalientes","Aguascalientes","Villas de la Loma","Fraccionamiento"
"20174","Aguascalientes","Aguascalientes","Aguascalientes","Villas de las Fuentes","Fraccionamiento"
"20174","Aguascalientes","Aguascalientes","Aguascalientes","Vista de las Cumbres","Fraccionamiento"
"20175","Aguascalientes","Aguascalientes","Aguascalientes","Ejido las Cumbres","Fraccionamiento"
"20175","Aguascalientes","Aguascalientes","Aguascalientes","J Refugio Esparza Reyes","Colonia"
"20175","Aguascalientes","Aguascalientes","Aguascalientes","La Hojarasca","Condominio"
"20175","Aguascalientes","Aguascalientes","Aguascalientes","Lomas de Oriente 1a Sección","Fraccionamiento"
"20175","Aguascalientes","Aguascalientes","Aguascalientes","Lomas de Oriente 2da. Sección","Fraccionamiento"
"20175","Aguascalientes","Aguascalientes","Aguascalientes","Lomas de Oriente 3ra. Sección","Fraccionamiento"
"20177","Aguascalientes","Aguascalientes","Aguascalientes","C.N.O.P. Oriente","Fraccionamiento"
"20179","Aguascalientes","Aguascalientes","Aguascalientes","Cerro Alto","Fraccionamiento"
"20179","Aguascalientes","Aguascalientes","Aguascalientes","Las Cumbres","Fraccionamiento"
"20179","Aguascalientes","Aguascalientes","Aguascalientes","Las Cumbres II","Fraccionamiento"
"20179","Aguascalientes","Aguascalientes","Aguascalientes","Luis Ortega Douglas","Fraccionamiento"
"20179","Aguascalientes","Aguascalientes","Aguascalientes","Pensadores Mexicanos","Fraccionamiento"
"20179","Aguascalientes","Aguascalientes","Aguascalientes","Pintores Mexicanos","Fraccionamiento"
"20179","Aguascalientes","Aguascalientes","Aguascalientes","Progreso","Colonia"
"20179","Aguascalientes","Aguascalientes","Aguascalientes","Santa Margarita","Fraccionamiento"
"20179","Aguascalientes","Aguascalientes","Aguascalientes","Santa Regina","Fraccionamiento"
"20180","Aguascalientes","Aguascalientes","Aguascalientes","Bosques de La Alameda","Condominio"
"20180","Aguascalientes","Aguascalientes","Aguascalientes","Del Trabajo","Colonia"
"20180","Aguascalientes","Aguascalientes","Aguascalientes","Ferronales","Colonia"
"20180","Aguascalientes","Aguascalientes","Aguascalientes","Lomas de Santa Anita","Colonia"
"20180","Aguascalientes","Aguascalientes","Aguascalientes","Luis Gómez Zepeda (ferronales)","Fraccionamiento"
"20180","Aguascalientes","Aguascalientes","Aguascalientes","Nueva Alameda","Fraccionamiento"
"20180","Aguascalientes","Aguascalientes","Aguascalientes","Rinconada de La Alameda","Condominio"
"20190","Aguascalientes","Aguascalientes","Aguascalientes","Héroes","Colonia"
"20190","Aguascalientes","Aguascalientes","Aguascalientes","La Hacienda","Condominio"
"20190","Aguascalientes","Aguascalientes","Aguascalientes","La Mancha","Condominio"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Balcones de Oriente","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Balcones del Valle","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Colinas de San Patricio","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","El Rocio","Colonia"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Haciendas de Aguascalientes","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","José Guadalupe Peralta Gámez","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","José Guadalupe Posada","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Ojocaliente","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Ojocaliente INEGI","Unidad habitacional"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Paseo de los Cactus","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Real de Haciendas","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Real del Sol","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Sol Naciente","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Solidaridad 1a Sección","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Terra Nova","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Valle de los Cactus","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Valle del Bicentenario","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Villa de las Norias","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Villerías","Fraccionamiento"
"20196","Aguascalientes","Aguascalientes","Aguascalientes","Vistas de Oriente","Fraccionamiento"
"20198","Aguascalientes","Aguascalientes","Aguascalientes","Ejido Ojocaliente","Fraccionamiento"
"20198","Aguascalientes","Aguascalientes","Aguascalientes","Ex Hacienda Ojocaliente","Colonia"
"20198","Aguascalientes","Aguascalientes","Aguascalientes","Misión Alameda","Condominio"
"20199","Aguascalientes","Aguascalientes","Aguascalientes","El Riego","Colonia"
"20199","Aguascalientes","Aguascalientes","Aguascalientes","Fidel Velázquez","Unidad habitacional"
"20199","Aguascalientes","Aguascalientes","Aguascalientes","Municipio Libre","Fraccionamiento"
"20200","Aguascalientes","Aguascalientes","Aguascalientes","Bellavista","Condominio"
"20200","Aguascalientes","Aguascalientes","Aguascalientes","El Quelite","Fraccionamiento"
"20200","Aguascalientes","Aguascalientes","Aguascalientes","Ex Hacienda La Cantera","Fraccionamiento"
"20200","Aguascalientes","Aguascalientes","Aguascalientes","Fuentes del Lago","Condominio"
"20200","Aguascalientes","Aguascalientes","Aguascalientes","José Vasconcelos Calderón","Fraccionamiento"
"20200","Aguascalientes","Aguascalientes","Aguascalientes","Lic Manuel Gómez Morin","Fraccionamiento"
"20200","Aguascalientes","Aguascalientes","Aguascalientes","Loma Bonita","Fraccionamiento"
"20200","Aguascalientes","Aguascalientes","Aguascalientes","Olinda","Fraccionamiento"
"20200","Aguascalientes","Aguascalientes","Aguascalientes","Porta Canteras","Fraccionamiento"
"20200","Aguascalientes","Aguascalientes","Aguascalientes","Residencial San Nicolás","Fraccionamiento"
"20200","Aguascalientes","Aguascalientes","Aguascalientes","Veteranos de La Revolución","Fraccionamiento"
"20200","Aguascalientes","Aguascalientes","Aguascalientes","Villas de La Cantera","Fraccionamiento"
"20200","Aguascalientes","Aguascalientes","Aguascalientes","Villas del Mediterráneo","Fraccionamiento"
"20205","Aguascalientes","Aguascalientes","Aguascalientes","Educación Álamos","Fraccionamiento"
"20205","Aguascalientes","Aguascalientes","Aguascalientes","Nueva España","Colonia"
"20206","Aguascalientes","Aguascalientes","Aguascalientes","Barandales de San José","Colonia"
"20206","Aguascalientes","Aguascalientes","Aguascalientes","La Barranquilla","Colonia"
"20206","Aguascalientes","Aguascalientes","Aguascalientes","Lic. José López Portillo","Fraccionamiento"
"20207","Aguascalientes","Aguascalientes","Aguascalientes","Canteras de San Javier","Fraccionamiento"
"20207","Aguascalientes","Aguascalientes","Aguascalientes","Capital City","Zona comercial"
"20207","Aguascalientes","Aguascalientes","Aguascalientes","Rinconada San José","Fraccionamiento"
"20208","Aguascalientes","Aguascalientes","Aguascalientes","Canteras de San José","Fraccionamiento"
"20210","Aguascalientes","Aguascalientes","Aguascalientes","Circunvalación Poniente","Fraccionamiento"
"20210","Aguascalientes","Aguascalientes","Aguascalientes","España","Fraccionamiento"
"20210","Aguascalientes","Aguascalientes","Aguascalientes","La Barranca de Guadalupe","Colonia"
"20210","Aguascalientes","Aguascalientes","Aguascalientes","Pirules INFONAVIT","Colonia"
"20216","Aguascalientes","Aguascalientes","Aguascalientes","Jardines de los Pirules","Fraccionamiento"
"20217","Aguascalientes","Aguascalientes","Aguascalientes","Residencial los Pirules","Fraccionamiento"
"20218","Aguascalientes","Aguascalientes","Aguascalientes","Canteras de San Agustin","Condominio"
"20218","Aguascalientes","Aguascalientes","Aguascalientes","Canteras de Santa Imelda","Fraccionamiento"
"20218","Aguascalientes","Aguascalientes","Aguascalientes","Francisco Villa","Colonia"
"20218","Aguascalientes","Aguascalientes","Aguascalientes","Jardines del Lago","Fraccionamiento"
"20218","Aguascalientes","Aguascalientes","Aguascalientes","Los Eucaliptos","Condominio"
"20218","Aguascalientes","Aguascalientes","Aguascalientes","Los Eucaliptos 2a. Sección","Condominio"
"20218","Aguascalientes","Aguascalientes","Aguascalientes","San Agustín","Ranchería"
"20218","Aguascalientes","Aguascalientes","Aguascalientes","San Martin de La Cantera","Colonia"
"20218","Aguascalientes","Aguascalientes","Aguascalientes","Santa Imelda","Condominio"
"20219","Aguascalientes","Aguascalientes","Aguascalientes","El Edén","Colonia"
"20219","Aguascalientes","Aguascalientes","Aguascalientes","Misión Juan Pablo II","Condominio"
"20219","Aguascalientes","Aguascalientes","Aguascalientes","Parque Industrial el Vergel","Fraccionamiento"
"20220","Aguascalientes","Aguascalientes","Aguascalientes","Las Flores","Colonia"
"20220","Aguascalientes","Aguascalientes","Aguascalientes","Vivienda Popular","Unidad habitacional"
"20229","Aguascalientes","Aguascalientes","Aguascalientes","Las Torres","Fraccionamiento"
"20230","Aguascalientes","Aguascalientes","Aguascalientes","Las Américas","Fraccionamiento"
"20230","Aguascalientes","Aguascalientes","Aguascalientes","Obraje","Colonia"
"20230","Aguascalientes","Aguascalientes","Aguascalientes","Santa Elena","Fraccionamiento"
"20234","Aguascalientes","Aguascalientes","Aguascalientes","Agricultura","Colonia"
"20234","Aguascalientes","Aguascalientes","Aguascalientes","Mesonero","Fraccionamiento"
"20235","Aguascalientes","Aguascalientes","Aguascalientes","El Dorado 1a Sección","Fraccionamiento"
"20235","Aguascalientes","Aguascalientes","Aguascalientes","El Dorado 2a Sección","Fraccionamiento"
"20235","Aguascalientes","Aguascalientes","Aguascalientes","Valle Dorado","Fraccionamiento"
"20235","Aguascalientes","Aguascalientes","Aguascalientes","Villa Jardín","Fraccionamiento"
"20236","Aguascalientes","Aguascalientes","Aguascalientes","Jardines de Santa Elena","Colonia"
"20237","Aguascalientes","Aguascalientes","Aguascalientes","Hermanos Carreón","Fraccionamiento"
"20237","Aguascalientes","Aguascalientes","Aguascalientes","Montebello","Fraccionamiento"
"20238","Aguascalientes","Aguascalientes","Aguascalientes","Santa Elena 2a Sección","Colonia"
